k3,0.002458264691559711
thk,0.005856035946115039
ksnf1,0.0036500783370713723
ksnf1std1,0.0010640088711631733
nsnf1,0.011091612556512519
nsnf2,0.0021361530609870943
dmth1,-0.002675554787344425
nmth1snf3,0.005288877631878188
nmth1rgt2,0.011556881255249864
thsnf3,0.00495690280529346
dmth1rgt2,0.011480519182929408
thmth1,0.004934303942894771
kmth1mig1,-0.003087210995771349
nmth1mig1,0.0029829538512380132
kmth1mig2,0.008082334157619204
nmth1mig2,-0.0004513943775838001
thstd1,0.10525406931279417
istd1,0.0066708359616652205
nstd1,-0.004252048167773123
nstd3,0.00426576566575449
thrgt2,0.002217866633362379
imig1,0.4554960245853936
kmig1snf1,0.004354527067506791
theta2,-4.98860770954644e-9
dmig2,0.012168753293867138
kmig2std1,0.17132141412871615
nmig2std1,0.000567376686174828
kmig2mth1,0.0024710614749074364
nmig2mth1,0.008888755149693065
dhxt4,-0.0014782000615523856
dhxt4max,-0.001282028040002334
kdhxt4,1.3833204772634457e-19
ndhxt4,-2.153037318037605e-18
shxt4,-0.00025268569091948937
khxt4mth1,-0.0029482432897190787
nhxt4mth1,-0.0042161745101586936
khxt4std1,-0.0020825545716396973
nhxt4std1,0.00019876864236021604
khxt4mig1,-0.001706313208502065
khxt4mig2,0.0029949157775623968
nhxt4mig1,0.01116774756378791
nhxt4mig2,0.0005656386801799344
estd1max3,0.0038747950610131697
ell,-0.0037461226238803456
thmig2,0.05137261943621707
smig2,0.004227883037572723
kdmig2,-0.0014201846774277434
mdmig2,0.004750780261566756
r1,0.0012626025344690075
r2,0.0006787581621003468
r3,0.001235712164783873
r4,9.300126021168289e-11
r5,-1.4315368057264277e-5
r6,2.2356008229911853e-6
r7,-0.0004475604014496515
r8,-0.0004360360738280428
r9,-0.001115350288530447
r10,-0.00027736488113630123
r11,-0.0001247716374929077
r12,0.0015939719841394444
r13,0.002086330747905619
r14,0.001521491026109066
r15,-0.0006051842707869552
r16,-7.888510985824021e-5
r17,0.0011121130394481835
r18,0.00019115525043759697
r19,0.000540032679889624
r20,-0.0009344229167956551
r21,0.0005177120044479057
